_id,l_id,r_id
14085,1408,25744
14086,1426,25744
14087,1521,25744
14088,1633,25744
14089,1896,25744
14090,2028,25744
14091,2065,25744
14092,2096,25744
14093,2215,25744
14094,2282,25744
14095,2396,25744
14096,2430,25744
14097,2436,25744
14098,2476,25744
14099,2548,25744
14100,17,49917
14101,223,49917
14102,253,49917
14103,504,49917
14104,527,49917
14105,658,49917
14106,980,49917
14107,1043,49917
14108,1224,49917
14109,1243,49917
14110,1281,49917
14111,1313,49917
14112,1386,49917
14113,1419,49917
14114,1449,49917
14115,1484,49917
14116,1759,49917
14117,1906,49917
14118,2214,49917
14119,2366,49917
14120,280,45675
14121,512,45675
14122,661,45675
14123,1033,45675
14124,1336,45675
14125,1568,45675
14126,1641,45675
14127,1669,45675
14128,1850,45675
14129,1868,45675
14130,1955,45675
14131,2028,45675
14132,2065,45675
14133,2088,45675
14134,2131,45675
14135,2151,45675
14136,2215,45675
14137,2224,45675
14138,2282,45675
14139,2475,45675
14140,48,2482
14141,50,2482
14142,128,2482
14143,265,2482
14144,617,2482
14145,875,2482
14146,952,2482
14147,1050,2482
14148,1243,2482
14149,1254,2482
14150,1306,2482
14151,1462,2482
14152,1630,2482
14153,1908,2482
14154,1925,2482
14155,1953,2482
14156,2021,2482
14157,2023,2482
14158,2277,2482
14159,2508,2482
14160,3,27847
14161,172,27847
14162,284,27847
14163,296,27847
14164,364,27847
14165,454,27847
14166,723,27847
14167,803,27847
14168,804,27847
14169,824,27847
14170,835,27847
14171,936,27847
14172,993,27847
14173,1316,27847
14174,1385,27847
14175,1447,27847
14176,1538,27847
14177,1793,27847
14178,2178,27847
14179,2257,27847
14180,204,59029
14181,367,59029
14182,979,59029
14183,997,59029
14184,1048,59029
14185,1179,59029
14186,1192,59029
14187,1300,59029
14188,1344,59029
14189,1383,59029
14190,1412,59029
14191,1421,59029
14192,1679,59029
14193,1686,59029
14194,1733,59029
14195,2075,59029
14196,2169,59029
14197,2371,59029
14198,2475,59029
14199,2495,59029
14200,542,47546
14201,574,47546
14202,761,47546
14203,835,47546
14204,1120,47546
14205,1155,47546
14206,1159,47546
14207,1187,47546
14208,1198,47546
14209,1202,47546
14210,1210,47546
14211,1214,47546
14212,1217,47546
14213,1241,47546
14214,1439,47546
14215,1698,47546
14216,2384,47546
14217,2415,47546
14218,2470,47546
14219,2545,47546
14220,145,41639
14221,284,41639
14222,309,41639
14223,350,41639
14224,408,41639
14225,432,41639
14226,454,41639
14227,512,41639
14228,569,41639
14229,602,41639
14230,804,41639
14231,1232,41639
14232,1393,41639
14233,2026,41639
14234,2057,41639
14235,2089,41639
14236,2332,41639
14237,2358,41639
14238,2604,41639
14239,2615,41639
14240,117,31220
14241,188,31220
14242,265,31220
14243,367,31220
14244,470,31220
14245,507,31220
14246,512,31220
14247,774,31220
14248,835,31220
14249,1076,31220
14250,1110,31220
14251,1321,31220
14252,1332,31220
14253,1347,31220
14254,1376,31220
14255,1546,31220
14256,1746,31220
14257,2058,31220
14258,2151,31220
14259,2225,31220
14260,59,43331
14261,320,43331
14262,587,43331
14263,717,43331
14264,760,43331
14265,773,43331
14266,776,43331
14267,821,43331
14268,1365,43331
14269,1575,43331
14270,1831,43331
14271,1919,43331
14272,2039,43331
14273,2100,43331
14274,2321,43331
14275,2327,43331
14276,2335,43331
14277,2398,43331
14278,2451,43331
14279,2602,43331
14280,342,58601
14281,365,58601
14282,452,58601
14283,505,58601
14284,615,58601
14285,669,58601
14286,1152,58601
14287,1331,58601
14288,1357,58601
14289,1403,58601
14290,1568,58601
14291,1630,58601
14292,1696,58601
14293,1706,58601
14294,1708,58601
14295,1720,58601
14296,1721,58601
14297,1797,58601
14298,1967,58601
14299,2209,58601
14300,180,7101
14301,405,7101
14302,919,7101
14303,950,7101
14304,1118,7101
14305,1162,7101
14306,1322,7101
14307,1568,7101
14308,1785,7101
14309,1788,7101
14310,1792,7101
14311,1798,7101
14312,1799,7101
14313,1803,7101
14314,1808,7101
14315,1809,7101
14316,1812,7101
14317,2079,7101
14318,2128,7101
14319,2431,7101
14320,50,24263
14321,105,24263
14322,119,24263
14323,220,24263
14324,411,24263
14325,640,24263
14326,641,24263
14327,646,24263
14328,1011,24263
14329,1036,24263
14330,1083,24263
14331,1103,24263
14332,1254,24263
14333,1581,24263
14334,1872,24263
14335,1930,24263
14336,2023,24263
14337,2036,24263
14338,2234,24263
14339,2300,24263
14340,44,13340
14341,96,13340
14342,220,13340
14343,441,13340
14344,670,13340
14345,717,13340
14346,750,13340
14347,855,13340
14348,904,13340
14349,1301,13340
14350,1613,13340
14351,1734,13340
14352,1805,13340
14353,1825,13340
14354,2082,13340
14355,2265,13340
14356,2292,13340
14357,2294,13340
14358,2312,13340
14359,2441,13340
14360,11,28135
14361,44,28135
14362,50,28135
14363,316,28135
14364,350,28135
14365,941,28135
14366,994,28135
14367,1117,28135
14368,1177,28135
14369,1214,28135
14370,1253,28135
14371,1281,28135
14372,1298,28135
14373,1896,28135
14374,1956,28135
14375,2039,28135
14376,2131,28135
14377,2261,28135
14378,2382,28135
14379,2468,28135
14380,11,63629
14381,44,63629
14382,50,63629
14383,89,63629
14384,119,63629
14385,227,63629
14386,262,63629
14387,282,63629
14388,569,63629
14389,646,63629
14390,667,63629
14391,846,63629
14392,1278,63629
14393,1280,63629
14394,1593,63629
14395,1646,63629
14396,1673,63629
14397,1761,63629
14398,2278,63629
14399,2520,63629
14400,56,14568
14401,135,14568
14402,220,14568
14403,480,14568
14404,699,14568
14405,839,14568
14406,1168,14568
14407,1243,14568
14408,1621,14568
14409,1711,14568
14410,1806,14568
14411,1809,14568
14412,1835,14568
14413,1956,14568
14414,2062,14568
14415,2135,14568
14416,2334,14568
14417,2439,14568
14418,2503,14568
14419,2602,14568
14420,292,31128
14421,310,31128
14422,315,31128
14423,367,31128
14424,626,31128
14425,840,31128
14426,1025,31128
14427,1090,31128
14428,1222,31128
14429,1592,31128
14430,1613,31128
14431,1682,31128
14432,1812,31128
14433,2077,31128
14434,2100,31128
14435,2160,31128
14436,2238,31128
14437,2373,31128
14438,2547,31128
14439,2548,31128
14440,13,15598
14441,127,15598
14442,284,15598
14443,300,15598
14444,454,15598
14445,494,15598
14446,512,15598
14447,569,15598
14448,666,15598
14449,804,15598
14450,879,15598
14451,1243,15598
14452,1450,15598
14453,1642,15598
14454,1821,15598
14455,1860,15598
14456,2293,15598
14457,2428,15598
14458,2602,15598
14459,2615,15598
14460,180,61280
14461,284,61280
14462,454,61280
14463,512,61280
14464,625,61280
14465,804,61280
14466,828,61280
14467,993,61280
14468,1135,61280
14469,1190,61280
14470,1205,61280
14471,1409,61280
14472,1504,61280
14473,1590,61280
14474,1719,61280
14475,1762,61280
14476,2144,61280
14477,2318,61280
14478,2525,61280
14479,2615,61280
14480,39,593
14481,86,593
14482,254,593
14483,284,593
14484,308,593
14485,337,593
14486,454,593
14487,804,593
14488,828,593
14489,879,593
14490,927,593
14491,1243,593
14492,1791,593
14493,1844,593
14494,2040,593
14495,2078,593
14496,2085,593
14497,2419,593
14498,2440,593
14499,2516,593
14500,44,52413
14501,46,52413
14502,84,52413
14503,291,52413
14504,351,52413
14505,438,52413
14506,535,52413
14507,571,52413
14508,651,52413
14509,780,52413
14510,791,52413
14511,1113,52413
14512,1453,52413
14513,1498,52413
14514,1670,52413
14515,1681,52413
14516,1918,52413
14517,1996,52413
14518,2383,52413
14519,2425,52413
14520,71,19687
14521,338,19687
14522,350,19687
14523,380,19687
14524,386,19687
14525,387,19687
14526,389,19687
14527,543,19687
14528,641,19687
14529,766,19687
14530,1124,19687
14531,1160,19687
14532,1566,19687
14533,1702,19687
14534,1949,19687
14535,1979,19687
14536,2243,19687
14537,2283,19687
14538,2292,19687
14539,2294,19687
14540,3,27404
14541,41,27404
14542,120,27404
14543,159,27404
14544,601,27404
14545,814,27404
14546,828,27404
14547,851,27404
14548,1159,27404
14549,1353,27404
14550,1359,27404
14551,1471,27404
14552,1771,27404
14553,1826,27404
14554,1998,27404
14555,1999,27404
14556,2007,27404
14557,2062,27404
14558,2464,27404
14559,2568,27404
14560,60,25621
14561,130,25621
14562,200,25621
14563,384,25621
14564,637,25621
14565,853,25621
14566,1179,25621
14567,1342,25621
14568,1373,25621
14569,1386,25621
14570,1390,25621
14571,1574,25621
14572,1679,25621
14573,1696,25621
14574,1766,25621
14575,1881,25621
14576,1894,25621
14577,1967,25621
14578,2159,25621
14579,2364,25621
14580,220,19406
14581,227,19406
14582,229,19406
14583,296,19406
14584,379,19406
14585,444,19406
14586,493,19406
14587,547,19406
14588,802,19406
14589,1076,19406
14590,1113,19406
14591,1376,19406
14592,1443,19406
14593,1514,19406
14594,1516,19406
14595,1836,19406
14596,1839,19406
14597,1869,19406
14598,2378,19406
14599,2592,19406
14600,222,34639
14601,284,34639
14602,337,34639
14603,454,34639
14604,507,34639
14605,550,34639
14606,610,34639
14607,699,34639
14608,766,34639
14609,804,34639
14610,937,34639
14611,1153,34639
14612,1205,34639
14613,1614,34639
14614,1663,34639
14615,1683,34639
14616,1739,34639
14617,1771,34639
14618,2419,34639
14619,2522,34639
14620,66,17723
14621,218,17723
14622,330,17723
14623,374,17723
14624,538,17723
14625,546,17723
14626,587,17723
14627,922,17723
14628,1422,17723
14629,1735,17723
14630,1736,17723
14631,1738,17723
14632,1739,17723
14633,1740,17723
14634,1744,17723
14635,1746,17723
14636,1747,17723
14637,1777,17723
14638,2056,17723
14639,2232,17723
14640,246,40202
14641,336,40202
14642,677,40202
14643,678,40202
14644,749,40202
14645,755,40202
14646,797,40202
14647,838,40202
14648,1079,40202
14649,1082,40202
14650,1344,40202
14651,1652,40202
14652,1775,40202
14653,1878,40202
14654,2068,40202
14655,2116,40202
14656,2141,40202
14657,2217,40202
14658,2329,40202
14659,2580,40202
14660,18,48172
14661,223,48172
14662,226,48172
14663,553,48172
14664,575,48172
14665,703,48172
14666,718,48172
14667,980,48172
14668,1102,48172
14669,1370,48172
14670,1687,48172
14671,1688,48172
14672,1696,48172
14673,1786,48172
14674,1959,48172
14675,2116,48172
14676,2129,48172
14677,2336,48172
14678,2488,48172
14679,2490,48172
14680,215,32915
14681,238,32915
14682,266,32915
14683,334,32915
14684,421,32915
14685,591,32915
14686,877,32915
14687,913,32915
14688,943,32915
14689,1172,32915
14690,1198,32915
14691,1224,32915
14692,1497,32915
14693,1499,32915
14694,1572,32915
14695,2013,32915
14696,2097,32915
14697,2110,32915
14698,2131,32915
14699,2329,32915
14700,61,5643
14701,281,5643
14702,414,5643
14703,467,5643
14704,790,5643
14705,1018,5643
14706,1076,5643
14707,1394,5643
14708,1403,5643
14709,1472,5643
14710,1616,5643
14711,1667,5643
14712,1794,5643
14713,1916,5643
14714,2267,5643
14715,2277,5643
14716,2302,5643
14717,2312,5643
14718,2313,5643
14719,2424,5643
14720,172,5311
14721,241,5311
14722,518,5311
14723,878,5311
14724,880,5311
14725,923,5311
14726,1014,5311
14727,1202,5311
14728,1248,5311
14729,1467,5311
14730,1522,5311
14731,1689,5311
14732,1691,5311
14733,1962,5311
14734,2016,5311
14735,2088,5311
14736,2092,5311
14737,2134,5311
14738,2454,5311
14739,2487,5311
14740,150,10561
14741,220,10561
14742,331,10561
14743,551,10561
14744,710,10561
14745,805,10561
14746,838,10561
14747,1179,10561
14748,1201,10561
14749,1307,10561
14750,1399,10561
14751,1438,10561
14752,1634,10561
14753,1665,10561
14754,1748,10561
14755,1889,10561
14756,2191,10561
14757,2230,10561
14758,2338,10561
14759,2497,10561
14760,53,11773
14761,64,11773
14762,695,11773
14763,982,11773
14764,1073,11773
14765,1176,11773
14766,1216,11773
14767,1732,11773
14768,1741,11773
14769,1743,11773
14770,1745,11773
14771,1751,11773
14772,1765,11773
14773,1793,11773
14774,2016,11773
14775,2090,11773
14776,2146,11773
14777,2326,11773
14778,2522,11773
14779,2561,11773
14780,67,6142
14781,156,6142
14782,415,6142
14783,513,6142
14784,595,6142
14785,602,6142
14786,908,6142
14787,1178,6142
14788,1250,6142
14789,1763,6142
14790,1805,6142
14791,2008,6142
14792,2034,6142
14793,2067,6142
14794,2069,6142
14795,2387,6142
14796,2482,6142
14797,2485,6142
14798,2511,6142
14799,2514,6142
14800,262,51819
14801,653,51819
14802,838,51819
14803,1067,51819
14804,1127,51819
14805,1358,51819
14806,1552,51819
14807,1645,51819
14808,1788,51819
14809,1792,51819
14810,1798,51819
14811,1799,51819
14812,1803,51819
14813,1808,51819
14814,1809,51819
14815,1811,51819
14816,1812,51819
14817,2075,51819
14818,2116,51819
14819,2537,51819
14820,284,43667
14821,454,43667
14822,512,43667
14823,641,43667
14824,804,43667
14825,835,43667
14826,860,43667
14827,880,43667
14828,1040,43667
14829,1041,43667
14830,1105,43667
14831,1270,43667
14832,1673,43667
14833,1680,43667
14834,1730,43667
14835,1761,43667
14836,1952,43667
14837,2017,43667
14838,2119,43667
14839,2615,43667
14840,13,10315
14841,195,10315
14842,552,10315
14843,684,10315
14844,1089,10315
14845,1138,10315
14846,1309,10315
14847,1376,10315
14848,1440,10315
14849,1831,10315
14850,1846,10315
14851,1966,10315
14852,1982,10315
14853,2082,10315
14854,2301,10315
14855,2302,10315
14856,2306,10315
14857,2313,10315
14858,2371,10315
14859,2548,10315
14860,443,48737
14861,444,48737
14862,553,48737
14863,627,48737
14864,852,48737
14865,989,48737
14866,1184,48737
14867,1404,48737
14868,1472,48737
14869,1545,48737
14870,1562,48737
14871,1582,48737
14872,1718,48737
14873,2046,48737
14874,2071,48737
14875,2129,48737
14876,2157,48737
14877,2237,48737
14878,2336,48737
14879,2415,48737
14880,89,11955
14881,241,11955
14882,265,11955
14883,662,11955
14884,816,11955
14885,874,11955
14886,995,11955
14887,1254,11955
14888,1312,11955
14889,1736,11955
14890,1886,11955
14891,2034,11955
14892,2049,11955
14893,2179,11955
14894,2290,11955
14895,2293,11955
14896,2294,11955
14897,2578,11955
14898,2592,11955
14899,2605,11955
14900,194,61293
14901,212,61293
14902,532,61293
14903,563,61293
14904,814,61293
14905,921,61293
14906,949,61293
14907,1281,61293
14908,1346,61293
14909,1434,61293
14910,1447,61293
14911,1450,61293
14912,1619,61293
14913,1913,61293
14914,1986,61293
14915,2170,61293
14916,2177,61293
14917,2215,61293
14918,2440,61293
14919,2555,61293
14920,61,19805
14921,160,19805
14922,478,19805
14923,720,19805
14924,748,19805
14925,762,19805
14926,787,19805
14927,835,19805
14928,911,19805
14929,913,19805
14930,1041,19805
14931,1061,19805
14932,1159,19805
14933,1320,19805
14934,1545,19805
14935,1611,19805
14936,1683,19805
14937,1846,19805
14938,2190,19805
14939,2367,19805
14940,69,61999
14941,128,61999
14942,284,61999
14943,367,61999
14944,422,61999
14945,454,61999
14946,512,61999
14947,517,61999
14948,723,61999
14949,748,61999
14950,804,61999
14951,835,61999
14952,1137,61999
14953,1177,61999
14954,1232,61999
14955,1360,61999
14956,1486,61999
14957,2125,61999
14958,2282,61999
14959,2613,61999
14960,150,26353
14961,551,26353
14962,573,26353
14963,667,26353
14964,710,26353
14965,760,26353
14966,762,26353
14967,838,26353
14968,941,26353
14969,966,26353
14970,1008,26353
14971,1202,26353
14972,1740,26353
14973,1754,26353
14974,1964,26353
14975,2023,26353
14976,2282,26353
14977,2326,26353
14978,2497,26353
14979,2580,26353
14980,123,3624
14981,324,3624
14982,544,3624
14983,602,3624
14984,691,3624
14985,864,3624
14986,964,3624
14987,986,3624
14988,1173,3624
14989,1317,3624
14990,1403,3624
14991,1628,3624
14992,1706,3624
14993,1708,3624
14994,1720,3624
14995,1739,3624
14996,2195,3624
14997,2230,3624
14998,2234,3624
14999,2259,3624
15000,254,32985
15001,317,32985
15002,508,32985
15003,724,32985
15004,763,32985
15005,854,32985
15006,1100,32985
15007,1162,32985
15008,1206,32985
15009,1335,32985
15010,1480,32985
15011,1613,32985
15012,1662,32985
15013,1769,32985
15014,2035,32985
15015,2080,32985
15016,2115,32985
15017,2292,32985
15018,2426,32985
15019,2439,32985
15020,112,44487
15021,200,44487
15022,238,44487
15023,256,44487
15024,290,44487
15025,299,44487
15026,486,44487
15027,660,44487
15028,691,44487
15029,784,44487
15030,909,44487
15031,1209,44487
15032,1342,44487
15033,1484,44487
15034,1791,44487
15035,1925,44487
15036,2281,44487
15037,2447,44487
15038,2502,44487
15039,2567,44487
15040,265,39526
15041,347,39526
15042,401,39526
15043,571,39526
15044,604,39526
15045,747,39526
15046,821,39526
15047,1163,39526
15048,1520,39526
15049,1574,39526
15050,1613,39526
15051,1645,39526
15052,1663,39526
15053,1682,39526
15054,1810,39526
15055,1819,39526
15056,1828,39526
15057,2357,39526
15058,2507,39526
15059,2548,39526
15060,93,24626
15061,220,24626
15062,297,24626
15063,676,24626
15064,713,24626
15065,736,24626
15066,774,24626
15067,908,24626
15068,1327,24626
15069,1447,24626
15070,1476,24626
15071,1535,24626
15072,1543,24626
15073,1953,24626
15074,1956,24626
15075,2188,24626
15076,2230,24626
15077,2327,24626
15078,2366,24626
15079,2506,24626
15080,20,44415
15081,44,44415
15082,238,44415
15083,330,44415
15084,404,44415
15085,435,44415
15086,444,44415
15087,718,44415
15088,930,44415
15089,1113,44415
15090,1182,44415
15091,1391,44415
15092,1498,44415
15093,1502,44415
15094,1825,44415
15095,1928,44415
15096,1966,44415
15097,1999,44415
15098,2027,44415
15099,2316,44415
15100,62,57992
15101,69,57992
15102,275,57992
15103,360,57992
15104,631,57992
15105,739,57992
15106,1260,57992
15107,1491,57992
15108,1795,57992
15109,2023,57992
15110,2262,57992
15111,2311,57992
15112,2312,57992
15113,2313,57992
15114,2314,57992
15115,2315,57992
15116,2316,57992
15117,2317,57992
15118,2318,57992
15119,2322,57992
15120,15,54024
15121,153,54024
15122,220,54024
15123,367,54024
15124,508,54024
15125,535,54024
15126,576,54024
15127,668,54024
15128,801,54024
15129,803,54024
15130,1020,54024
15131,1373,54024
15132,1382,54024
15133,1744,54024
15134,1780,54024
15135,1835,54024
15136,2066,54024
15137,2073,54024
15138,2100,54024
15139,2412,54024
15140,41,53516
15141,328,53516
15142,400,53516
15143,532,53516
15144,592,53516
15145,1091,53516
15146,1190,53516
15147,1203,53516
15148,1218,53516
15149,1348,53516
15150,1462,53516
15151,1658,53516
15152,1747,53516
15153,2008,53516
15154,2026,53516
15155,2063,53516
15156,2070,53516
15157,2130,53516
15158,2302,53516
15159,2464,53516
15160,93,51045
15161,160,51045
15162,221,51045
15163,240,51045
15164,342,51045
15165,419,51045
15166,462,51045
15167,713,51045
15168,783,51045
15169,960,51045
15170,1174,51045
15171,2203,51045
15172,2273,51045
15173,2277,51045
15174,2318,51045
15175,2336,51045
15176,2340,51045
15177,2353,51045
15178,2377,51045
15179,2601,51045
15180,37,5148
15181,461,5148
15182,617,5148
15183,931,5148
15184,944,5148
15185,1581,5148
15186,1600,5148
15187,1749,5148
15188,2019,5148
15189,2082,5148
15190,2090,5148
15191,2108,5148
15192,2109,5148
15193,2135,5148
15194,2217,5148
15195,2313,5148
15196,2334,5148
15197,2348,5148
15198,2371,5148
15199,2377,5148
15200,63,15680
15201,112,15680
15202,147,15680
15203,319,15680
15204,416,15680
15205,511,15680
15206,619,15680
15207,1318,15680
15208,1382,15680
15209,1474,15680
15210,1563,15680
15211,1609,15680
15212,1810,15680
15213,1961,15680
15214,2045,15680
15215,2199,15680
15216,2273,15680
15217,2410,15680
15218,2566,15680
15219,2583,15680
15220,89,2313
15221,287,2313
15222,387,2313
15223,435,2313
15224,508,2313
15225,530,2313
15226,537,2313
15227,577,2313
15228,855,2313
15229,994,2313
15230,1386,2313
15231,1441,2313
15232,1590,2313
15233,1816,2313
15234,1999,2313
15235,2083,2313
15236,2090,2313
15237,2219,2313
15238,2353,2313
15239,2523,2313
15240,198,40607
15241,246,40607
15242,261,40607
15243,921,40607
15244,963,40607
15245,1010,40607
15246,1078,40607
15247,1213,40607
15248,1281,40607
15249,1375,40607
15250,1397,40607
15251,1583,40607
15252,1650,40607
15253,1669,40607
15254,1943,40607
15255,2187,40607
15256,2277,40607
15257,2349,40607
15258,2468,40607
15259,2604,40607
15260,138,7682
15261,414,7682
15262,685,7682
15263,929,7682
15264,1154,7682
15265,1212,7682
15266,1243,7682
15267,1419,7682
15268,1780,7682
15269,1785,7682
15270,1788,7682
15271,1792,7682
15272,1798,7682
15273,1799,7682
15274,1808,7682
15275,1860,7682
15276,1994,7682
15277,2149,7682
15278,2153,7682
15279,2388,7682
15280,51,40362
15281,77,40362
15282,115,40362
15283,124,40362
15284,162,40362
15285,170,40362
15286,220,40362
15287,330,40362
15288,401,40362
15289,438,40362
15290,779,40362
15291,835,40362
15292,1305,40362
15293,1317,40362
15294,1366,40362
15295,1789,40362
15296,1992,40362
15297,2325,40362
15298,2378,40362
15299,2387,40362
15300,44,30269
15301,190,30269
15302,198,30269
15303,250,30269
15304,444,30269
15305,464,30269
15306,525,30269
15307,697,30269
15308,773,30269
15309,1591,30269
15310,1852,30269
15311,1889,30269
15312,1897,30269
15313,1916,30269
15314,2082,30269
15315,2134,30269
15316,2289,30269
15317,2374,30269
15318,2511,30269
15319,2602,30269
15320,133,26411
15321,218,26411
15322,269,26411
15323,355,26411
15324,571,26411
15325,576,26411
15326,708,26411
15327,808,26411
15328,938,26411
15329,1018,26411
15330,1136,26411
15331,1137,26411
15332,1443,26411
15333,1533,26411
15334,1718,26411
15335,1983,26411
15336,2025,26411
15337,2047,26411
15338,2243,26411
15339,2574,26411
15340,101,36367
15341,102,36367
15342,111,36367
15343,349,36367
15344,360,36367
15345,397,36367
15346,434,36367
15347,435,36367
15348,444,36367
15349,502,36367
15350,626,36367
15351,768,36367
15352,1124,36367
15353,1184,36367
15354,1327,36367
15355,1582,36367
15356,1792,36367
15357,1805,36367
15358,1922,36367
15359,2351,36367
15360,137,40863
15361,198,40863
15362,445,40863
15363,494,40863
15364,512,40863
15365,661,40863
15366,1011,40863
15367,1058,40863
15368,1090,40863
15369,1281,40863
15370,1305,40863
15371,1409,40863
15372,1496,40863
15373,1590,40863
15374,1734,40863
15375,1849,40863
15376,1986,40863
15377,2082,40863
15378,2213,40863
15379,2287,40863
15380,3,55145
15381,53,55145
15382,188,55145
15383,198,55145
15384,208,55145
15385,228,55145
15386,432,55145
15387,787,55145
15388,801,55145
15389,802,55145
15390,835,55145
15391,1254,55145
15392,1377,55145
15393,1575,55145
15394,1740,55145
15395,1841,55145
15396,1877,55145
15397,2289,55145
15398,2331,55145
15399,2589,55145
15400,41,24700
15401,119,24700
15402,125,24700
15403,265,24700
15404,292,24700
15405,502,24700
15406,602,24700
15407,1029,24700
15408,1121,24700
15409,1254,24700
15410,1579,24700
15411,1805,24700
15412,1875,24700
15413,1901,24700
15414,1908,24700
15415,2008,24700
15416,2023,24700
15417,2033,24700
15418,2100,24700
15419,2227,24700
15420,22,37184
15421,50,37184
15422,119,37184
15423,211,37184
15424,502,37184
15425,518,37184
15426,602,37184
15427,641,37184
15428,646,37184
15429,697,37184
15430,1188,37184
15431,1291,37184
15432,1303,37184
15433,1682,37184
15434,2012,37184
15435,2073,37184
15436,2182,37184
15437,2308,37184
15438,2358,37184
15439,2560,37184
15440,89,10423
15441,99,10423
15442,193,10423
15443,318,10423
15444,440,10423
15445,551,10423
15446,772,10423
15447,818,10423
15448,828,10423
15449,1126,10423
15450,1480,10423
15451,1556,10423
15452,2066,10423
15453,2162,10423
15454,2245,10423
15455,2246,10423
15456,2284,10423
15457,2459,10423
15458,2490,10423
15459,2511,10423
15460,212,6352
15461,417,6352
15462,422,6352
15463,427,6352
15464,439,6352
15465,616,6352
15466,624,6352
15467,785,6352
15468,826,6352
15469,1062,6352
15470,1122,6352
15471,1221,6352
15472,1231,6352
15473,1233,6352
15474,1542,6352
15475,1665,6352
15476,1990,6352
15477,2004,6352
15478,2246,6352
15479,2399,6352
15480,67,29175
15481,244,29175
15482,353,29175
15483,531,29175
15484,661,29175
15485,755,29175
15486,916,29175
15487,1177,29175
15488,1599,29175
15489,1851,29175
15490,2002,29175
15491,2026,29175
15492,2055,29175
15493,2179,29175
15494,2277,29175
15495,2287,29175
15496,2293,29175
15497,2334,29175
15498,2471,29175
15499,2475,29175
15500,297,35206
15501,394,35206
15502,746,35206
15503,1281,35206
15504,1294,35206
15505,1322,35206
15506,1356,35206
15507,1471,35206
15508,1702,35206
15509,1794,35206
15510,1982,35206
15511,2022,35206
15512,2221,35206
15513,2238,35206
15514,2354,35206
15515,2382,35206
15516,2393,35206
15517,2492,35206
15518,2516,35206
15519,2557,35206
15520,227,6386
15521,242,6386
15522,277,6386
15523,369,6386
15524,391,6386
15525,422,6386
15526,501,6386
15527,575,6386
15528,611,6386
15529,687,6386
15530,824,6386
15531,843,6386
15532,845,6386
15533,1054,6386
15534,1187,6386
15535,1210,6386
15536,1285,6386
15537,1777,6386
15538,1833,6386
15539,2560,6386
15540,137,19664
15541,261,19664
15542,295,19664
15543,469,19664
15544,646,19664
15545,740,19664
15546,802,19664
15547,852,19664
15548,964,19664
15549,1120,19664
15550,1590,19664
15551,1620,19664
15552,1993,19664
15553,2001,19664
15554,2241,19664
15555,2321,19664
15556,2416,19664
15557,2525,19664
15558,2543,19664
15559,2579,19664
15560,226,32525
15561,378,32525
15562,457,32525
15563,636,32525
15564,642,32525
15565,804,32525
15566,1054,32525
15567,1059,32525
15568,1129,32525
15569,1346,32525
15570,1480,32525
15571,1503,32525
15572,1716,32525
15573,1728,32525
15574,2181,32525
15575,2248,32525
15576,2279,32525
15577,2411,32525
15578,2432,32525
15579,2571,32525
15580,366,25004
15581,936,25004
15582,1045,25004
15583,1094,25004
15584,1232,25004
15585,1394,25004
15586,1693,25004
15587,1727,25004
15588,1751,25004
15589,1775,25004
15590,1780,25004
15591,1787,25004
15592,1802,25004
15593,1813,25004
15594,1817,25004
15595,1825,25004
15596,1839,25004
15597,1867,25004
15598,2265,25004
15599,2385,25004
15600,121,32890
15601,284,32890
15602,351,32890
15603,454,32890
15604,679,32890
15605,770,32890
15606,804,32890
15607,923,32890
15608,966,32890
15609,1234,32890
15610,1487,32890
15611,1654,32890
15612,1773,32890
15613,2026,32890
15614,2277,32890
15615,2304,32890
15616,2306,32890
15617,2313,32890
15618,2470,32890
15619,2484,32890
15620,75,12533
15621,233,12533
15622,251,12533
15623,400,12533
15624,652,12533
15625,667,12533
15626,800,12533
15627,1356,12533
15628,1549,12533
15629,1705,12533
15630,1720,12533
15631,1796,12533
15632,1874,12533
15633,2002,12533
15634,2170,12533
15635,2229,12533
15636,2325,12533
15637,2400,12533
15638,2504,12533
15639,2563,12533
15640,312,36826
15641,324,36826
15642,957,36826
15643,958,36826
15644,980,36826
15645,1031,36826
15646,1100,36826
15647,1102,36826
15648,1113,36826
15649,1152,36826
15650,1163,36826
15651,1174,36826
15652,1182,36826
15653,1211,36826
15654,1301,36826
15655,1598,36826
15656,1932,36826
15657,2000,36826
15658,2069,36826
15659,2440,36826
15660,288,57048
15661,313,57048
15662,456,57048
15663,482,57048
15664,579,57048
15665,713,57048
15666,1079,57048
15667,1138,57048
15668,1291,57048
15669,1340,57048
15670,1691,57048
15671,1903,57048
15672,2078,57048
15673,2080,57048
15674,2082,57048
15675,2090,57048
15676,2272,57048
15677,2472,57048
15678,2604,57048
15679,2611,57048
15680,72,60920
15681,172,60920
15682,308,60920
15683,312,60920
15684,585,60920
15685,747,60920
15686,910,60920
15687,1104,60920
15688,1433,60920
15689,1560,60920
15690,1626,60920
15691,1720,60920
15692,1721,60920
15693,1775,60920
15694,1855,60920
15695,1870,60920
15696,2146,60920
15697,2174,60920
15698,2339,60920
15699,2387,60920
15700,68,3084
15701,114,3084
15702,121,3084
15703,298,3084
15704,310,3084
15705,402,3084
15706,483,3084
15707,541,3084
15708,993,3084
15709,1031,3084
15710,1102,3084
